relative_path,top_level,filename,extension,category,size_bytes,size_mb,modified_utc
experiments/results/wheat/wheat_resnet18_grouped_v3_sqrt_weights/validation_per_class_metrics.csv,experiments,validation_per_class_metrics.csv,.csv,tabular data,586,0.0006,2026-07-30T14:42:24.279264+00:00
experiments/results/wheat/wheat_resnet18_grouped_v3_sqrt_weights/validation_predictions.csv,experiments,validation_predictions.csv,.csv,tabular data,6610141,6.3039,2026-07-30T14:42:24.437317+00:00
inspect_project_for_dashboard.py,(repository root),inspect_project_for_dashboard.py,.py,code/script,55909,0.0533,2026-08-05T11:58:44.999621+00:00
paper/audit/01_result_files.txt,paper,01_result_files.txt,.txt,result/report text,3551,0.0034,2026-07-30T14:42:24.450332+00:00
paper/audit/02_all_metrics.txt,paper,02_all_metrics.txt,.txt,result/report text,56428,0.0538,2026-07-30T14:42:24.460646+00:00
paper/audit/03_hyperparameters.txt,paper,03_hyperparameters.txt,.txt,text/documentation,181162,0.1728,2026-07-30T14:42:24.470636+00:00
paper/audit/03a_federated_config.txt,paper,03a_federated_config.txt,.txt,text/documentation,112691,0.1075,2026-07-30T14:42:24.480305+00:00
paper/audit/03b_ddp_config.txt,paper,03b_ddp_config.txt,.txt,text/documentation,95487,0.0911,2026-07-30T14:42:24.486747+00:00
paper/audit/03c_centralized_config.txt,paper,03c_centralized_config.txt,.txt,text/documentation,141615,0.1351,2026-07-30T14:42:24.494851+00:00
paper/audit/04_version_progression.txt,paper,04_version_progression.txt,.txt,text/documentation,13750251,13.1133,2026-07-30T14:42:24.806982+00:00
paper/audit_20260714_200536/00_repository_identity.txt,paper,00_repository_identity.txt,.txt,text/documentation,684,0.0007,2026-07-30T14:42:24.812577+00:00
paper/audit_20260714_200536/00_run_log.txt,paper,00_run_log.txt,.txt,text/documentation,3680,0.0035,2026-07-30T14:42:24.819094+00:00
paper/audit_20260714_200536/01_result_files.txt,paper,01_result_files.txt,.txt,result/report text,9244,0.0088,2026-07-30T14:42:24.825242+00:00
paper/audit_20260714_200536/02_all_metrics.txt,paper,02_all_metrics.txt,.txt,result/report text,115492,0.1101,2026-07-30T14:42:24.833142+00:00
paper/audit_20260714_200536/03_hyperparameters.txt,paper,03_hyperparameters.txt,.txt,text/documentation,234194,0.2233,2026-07-30T14:42:24.844095+00:00
paper/audit_20260714_200536/03a_federated_config.txt,paper,03a_federated_config.txt,.txt,text/documentation,135316,0.129,2026-07-30T14:42:24.851874+00:00
paper/audit_20260714_200536/03b_ddp_config.txt,paper,03b_ddp_config.txt,.txt,text/documentation,110362,0.1052,2026-07-30T14:42:24.855374+00:00
paper/audit_20260714_200536/03c_centralized_config.txt,paper,03c_centralized_config.txt,.txt,text/documentation,192183,0.1833,2026-07-30T14:42:24.866857+00:00
paper/audit_20260714_200536/04_version_progression.txt,paper,04_version_progression.txt,.txt,text/documentation,15195607,14.4917,2026-07-30T14:42:25.285626+00:00
paper/audit_20260714_200536/04a_experiment_directories.txt,paper,04a_experiment_directories.txt,.txt,text/documentation,1045,0.001,2026-07-30T14:42:25.291318+00:00
paper/audit_20260714_200536/05_git_chronology.txt,paper,05_git_chronology.txt,.txt,text/documentation,278,0.0003,2026-07-30T14:42:25.299903+00:00
paper/audit_20260714_200536/05a_git_files_chronology.txt,paper,05a_git_files_chronology.txt,.txt,text/documentation,17257,0.0165,2026-07-30T14:42:25.303444+00:00
paper/audit_20260714_200536/06_failed_and_incomplete.txt,paper,06_failed_and_incomplete.txt,.txt,text/documentation,2507828,2.3917,2026-07-30T14:42:25.376724+00:00
paper/audit_20260714_200536/06a_cross_dataset_transfer.txt,paper,06a_cross_dataset_transfer.txt,.txt,text/documentation,467192,0.4455,2026-07-30T14:42:25.394469+00:00
paper/audit_20260714_200536/07_dataset_details.txt,paper,07_dataset_details.txt,.txt,text/documentation,41292332,39.3794,2026-07-30T14:42:26.625963+00:00
paper/audit_20260714_200536/07a_class_mappings.txt,paper,07a_class_mappings.txt,.txt,text/documentation,87555663,83.4996,2026-07-30T14:42:30.422466+00:00
paper/audit_20260714_200536/08_rice_seed_files.txt,paper,08_rice_seed_files.txt,.txt,text/documentation,4367,0.0042,2026-07-30T14:42:30.667463+00:00
paper/audit_20260714_200536/08a_rice_seed_contents.txt,paper,08a_rice_seed_contents.txt,.txt,text/documentation,713968,0.6809,2026-07-30T14:42:31.118626+00:00
paper/audit_20260714_200536/09_documentation_inventory.txt,paper,09_documentation_inventory.txt,.txt,text/documentation,1470,0.0014,2026-07-30T14:42:31.129654+00:00
paper/audit_20260714_200536/10_repository_tree.txt,paper,10_repository_tree.txt,.txt,text/documentation,17180,0.0164,2026-07-30T14:42:31.175498+00:00
paper/figures/rice_test_macro_f1_comparison.pdf,paper,rice_test_macro_f1_comparison.pdf,.pdf,document,19436,0.0185,2026-07-14T16:03:30.712099+00:00
paper/figures/rice_test_macro_f1_comparison.png,paper,rice_test_macro_f1_comparison.png,.png,image,182950,0.1745,2026-07-14T16:03:27.924348+00:00
paper/figures/wheat_v3_test07_confusion_matrix_normalized.pdf,paper,wheat_v3_test07_confusion_matrix_normalized.pdf,.pdf,document,22766,0.0217,2026-07-14T16:03:41.278351+00:00
paper/figures/wheat_v3_test07_confusion_matrix_normalized.png,paper,wheat_v3_test07_confusion_matrix_normalized.png,.png,image,214722,0.2048,2026-07-14T16:03:38.715872+00:00
paper/figures/wheat_v3_validation_macro_f1_history.pdf,paper,wheat_v3_validation_macro_f1_history.pdf,.pdf,document,17768,0.0169,2026-07-14T16:03:44.490836+00:00
paper/figures/wheat_v3_validation_macro_f1_history.png,paper,wheat_v3_validation_macro_f1_history.png,.png,image,137967,0.1316,2026-07-14T16:03:43.222108+00:00
paper/figures/wheat_weighting_macro_f1_comparison.pdf,paper,wheat_weighting_macro_f1_comparison.pdf,.pdf,document,17411,0.0166,2026-07-14T16:03:34.010129+00:00
paper/figures/wheat_weighting_macro_f1_comparison.png,paper,wheat_weighting_macro_f1_comparison.png,.png,image,93967,0.0896,2026-07-14T16:03:32.570064+00:00
README.md,(repository root),README.md,.md,text/documentation,7472,0.0071,2026-07-30T15:04:19.838918+00:00
requirements/federated.txt,requirements,federated.txt,.txt,text/documentation,63,0.0001,2026-07-30T14:42:31.192040+00:00
ResearchPaper.tex,(repository root),ResearchPaper.tex,.tex,text/documentation,20671,0.0197,2026-07-30T14:42:19.258901+00:00
results/CHECKPOINTS_ON_ROIHU.tsv,results,CHECKPOINTS_ON_ROIHU.tsv,.tsv,tabular data,9895,0.0094,2026-07-30T14:42:31.196908+00:00
results/ProjectMetadata/DuplicateAudit/duplicate_groups.json,results,duplicate_groups.json,.json,structured data,235080,0.2242,2026-07-30T14:42:32.481216+00:00
results/ProjectMetadata/DuplicateAudit/duplicate_groups.txt,results,duplicate_groups.txt,.txt,text/documentation,197309,0.1882,2026-07-30T14:42:32.490279+00:00
results/ProjectMetadata/file_inventory.tsv,results,file_inventory.tsv,.tsv,tabular data,22623,0.0216,2026-07-30T14:42:32.585213+00:00
results/ProjectMetadata/old_to_new_paths.tsv,results,old_to_new_paths.tsv,.tsv,tabular data,3698,0.0035,2026-07-30T14:42:32.589356+00:00
results/ProjectMetadata/PreviousRunMetadata/personalized_fl_job_accounting.txt,results,personalized_fl_job_accounting.txt,.txt,text/documentation,990,0.0009,2026-07-30T14:42:32.496530+00:00
results/ProjectMetadata/PreviousRunMetadata/repository_state.txt,results,repository_state.txt,.txt,text/documentation,698,0.0007,2026-07-30T14:42:32.500352+00:00
results/ProjectMetadata/PreviousRunMetadata/software_environment.txt,results,software_environment.txt,.txt,text/documentation,179,0.0002,2026-07-30T14:42:32.549881+00:00
results/README.md,results,README.md,.md,text/documentation,888,0.0008,2026-07-30T14:42:32.591757+00:00
results/README_RESULTS.txt,results,README_RESULTS.txt,.txt,result/report text,746,0.0007,2026-07-30T14:42:32.594762+00:00
results/Reports/FinalReportArchive/result_inventory.txt,results,result_inventory.txt,.txt,result/report text,22548,0.0215,2026-07-30T14:42:32.604440+00:00
results/Reports/FinalReportArchive/rice/train_rice_efficientnetb0_grouped.py,results,train_rice_efficientnetb0_grouped.py,.py,code/script,17053,0.0163,2026-07-30T14:42:32.617806+00:00
results/Reports/FinalReportArchive/rice/train_rice_efficientnetb0_grouped.sh,results,train_rice_efficientnetb0_grouped.sh,.sh,code/script,790,0.0008,2026-07-30T14:42:32.624531+00:00
results/Reports/FinalReportArchive/rice/train_rice_mobilenetv2_grouped.py,results,train_rice_mobilenetv2_grouped.py,.py,code/script,17032,0.0162,2026-07-30T14:42:32.666992+00:00
results/Reports/FinalReportArchive/rice/train_rice_mobilenetv2_grouped.sh,results,train_rice_mobilenetv2_grouped.sh,.sh,code/script,784,0.0007,2026-07-30T14:42:32.680046+00:00
results/Reports/FinalReportArchive/rice/train_rice_resnet18_grouped.py,results,train_rice_resnet18_grouped.py,.py,code/script,16979,0.0162,2026-07-30T14:42:32.683988+00:00
results/Reports/FinalReportArchive/tables/rice_architecture_evaluation.csv,results,rice_architecture_evaluation.csv,.csv,tabular data,408,0.0004,2026-07-30T14:42:32.690937+00:00
results/Reports/FinalReportArchive/tables/rice_fedavg_mobilenetv2_comparison.csv,results,rice_fedavg_mobilenetv2_comparison.csv,.csv,tabular data,355,0.0003,2026-07-30T14:42:32.694805+00:00
results/Reports/FinalReportArchive/tables/rice_model_efficiency.csv,results,rice_model_efficiency.csv,.csv,tabular data,234,0.0002,2026-07-30T14:42:32.740733+00:00
results/Reports/FinalReportArchive/wheat/train_wheat_resnet18_grouped_v3_sqrt_weights.py,results,train_wheat_resnet18_grouped_v3_sqrt_weights.py,.py,code/script,25936,0.0247,2026-07-30T14:42:32.757055+00:00
results/Rice/Centralized/EfficientNetB0/seed42/confusion_matrix.png,results,confusion_matrix.png,.png,image,92560,0.0883,2026-07-30T14:42:32.803018+00:00
results/Rice/Centralized/EfficientNetB0/seed42/history.json,results,history.json,.json,structured data,2541,0.0024,2026-07-30T14:42:32.810949+00:00
results/Rice/Centralized/EfficientNetB0/seed42/metrics.json,results,metrics.json,.json,structured data,2256,0.0022,2026-07-30T14:42:32.820980+00:00
results/Rice/Centralized/EfficientNetB0/seed42/test_confusion_matrix.csv,results,test_confusion_matrix.csv,.csv,tabular data,231,0.0002,2026-07-30T14:42:32.827539+00:00
results/Rice/Centralized/EfficientNetB0/seed42/test_confusion_matrix.png,results,test_confusion_matrix.png,.png,image,92263,0.088,2026-07-30T14:42:32.834904+00:00
results/Rice/Centralized/EfficientNetB0/seed42/test_evaluation.json,results,test_evaluation.json,.json,structured data,1791,0.0017,2026-07-30T14:42:32.841682+00:00
results/Rice/Centralized/EfficientNetB0/seed42/test_per_class_metrics.csv,results,test_per_class_metrics.csv,.csv,tabular data,531,0.0005,2026-07-30T14:42:32.847475+00:00
results/Rice/Centralized/EfficientNetB0/seed42/validation_confusion_matrix.csv,results,validation_confusion_matrix.csv,.csv,tabular data,231,0.0002,2026-07-30T14:42:32.885322+00:00
results/Rice/Centralized/EfficientNetB0/seed42/validation_confusion_matrix.png,results,validation_confusion_matrix.png,.png,image,92967,0.0887,2026-07-30T14:42:32.899256+00:00
results/Rice/Centralized/EfficientNetB0/seed42/validation_evaluation.json,results,validation_evaluation.json,.json,structured data,1796,0.0017,2026-07-30T14:42:32.903476+00:00
results/Rice/Centralized/EfficientNetB0/seed42/validation_per_class_metrics.csv,results,validation_per_class_metrics.csv,.csv,tabular data,530,0.0005,2026-07-30T14:42:32.911305+00:00
results/Rice/Centralized/MobileNetV2/seed42/confusion_matrix.png,results,confusion_matrix.png,.png,image,91969,0.0877,2026-07-30T14:42:32.965420+00:00
results/Rice/Centralized/MobileNetV2/seed42/history.json,results,history.json,.json,structured data,2538,0.0024,2026-07-30T14:42:32.979226+00:00
results/Rice/Centralized/MobileNetV2/seed42/metrics.json,results,metrics.json,.json,structured data,2236,0.0021,2026-07-30T14:42:32.987995+00:00
results/Rice/Centralized/MobileNetV2/seed42/test_confusion_matrix.csv,results,test_confusion_matrix.csv,.csv,tabular data,230,0.0002,2026-07-30T14:42:32.994228+00:00
results/Rice/Centralized/MobileNetV2/seed42/test_confusion_matrix.png,results,test_confusion_matrix.png,.png,image,91614,0.0874,2026-07-30T14:42:33.009116+00:00
results/Rice/Centralized/MobileNetV2/seed42/test_evaluation.json,results,test_evaluation.json,.json,structured data,1772,0.0017,2026-07-30T14:42:33.014338+00:00
results/Rice/Centralized/MobileNetV2/seed42/test_per_class_metrics.csv,results,test_per_class_metrics.csv,.csv,tabular data,513,0.0005,2026-07-30T14:42:33.018416+00:00
results/Rice/Centralized/MobileNetV2/seed42/validation_confusion_matrix.csv,results,validation_confusion_matrix.csv,.csv,tabular data,230,0.0002,2026-07-30T14:42:33.046325+00:00
results/Rice/Centralized/MobileNetV2/seed42/validation_confusion_matrix.png,results,validation_confusion_matrix.png,.png,image,92934,0.0886,2026-07-30T14:42:33.059956+00:00
results/Rice/Centralized/MobileNetV2/seed42/validation_evaluation.json,results,validation_evaluation.json,.json,structured data,1789,0.0017,2026-07-30T14:42:33.069910+00:00
results/Rice/Centralized/MobileNetV2/seed42/validation_per_class_metrics.csv,results,validation_per_class_metrics.csv,.csv,tabular data,528,0.0005,2026-07-30T14:42:33.077108+00:00
results/Rice/Centralized/ResNet18/seed123/confusion_matrix.png,results,confusion_matrix.png,.png,image,92320,0.088,2026-07-30T14:42:33.144470+00:00
results/Rice/Centralized/ResNet18/seed123/history.json,results,history.json,.json,structured data,2537,0.0024,2026-07-30T14:42:33.164343+00:00
results/Rice/Centralized/ResNet18/seed123/metrics.json,results,metrics.json,.json,structured data,2239,0.0021,2026-07-30T14:42:33.180543+00:00
results/Rice/Centralized/ResNet18/seed2026/confusion_matrix.png,results,confusion_matrix.png,.png,image,92756,0.0885,2026-07-30T14:42:33.215579+00:00
results/Rice/Centralized/ResNet18/seed2026/history.json,results,history.json,.json,structured data,2536,0.0024,2026-07-30T14:42:33.221123+00:00
results/Rice/Centralized/ResNet18/seed2026/metrics.json,results,metrics.json,.json,structured data,2275,0.0022,2026-07-30T14:42:33.227016+00:00
results/Rice/Centralized/ResNet18/seed42/confusion_matrix.png,results,confusion_matrix.png,.png,image,91532,0.0873,2026-07-30T14:42:33.243139+00:00
results/Rice/Centralized/ResNet18/seed42/history.json,results,history.json,.json,structured data,2537,0.0024,2026-07-30T14:42:33.250776+00:00
results/Rice/Centralized/ResNet18/seed42/metrics.json,results,metrics.json,.json,structured data,2251,0.0021,2026-07-30T14:42:33.262839+00:00
results/Rice/Centralized/ResNet18/seed42/split_summary.json,results,split_summary.json,.json,structured data,980,0.0009,2026-07-30T14:42:33.275214+00:00
results/Rice/Centralized/ResNet18/seed42/test_confusion_matrix.csv,results,test_confusion_matrix.csv,.csv,tabular data,230,0.0002,2026-07-30T14:42:33.279213+00:00
results/Rice/Centralized/ResNet18/seed42/test_confusion_matrix.png,results,test_confusion_matrix.png,.png,image,91705,0.0875,2026-07-30T14:42:33.286897+00:00
results/Rice/Centralized/ResNet18/seed42/test_evaluation.json,results,test_evaluation.json,.json,structured data,1787,0.0017,2026-07-30T14:42:33.305652+00:00
results/Rice/Centralized/ResNet18/seed42/test_per_class_metrics.csv,results,test_per_class_metrics.csv,.csv,tabular data,531,0.0005,2026-07-30T14:42:33.312641+00:00
results/Rice/Centralized/ResNet18/seed42/validation_confusion_matrix.csv,results,validation_confusion_matrix.csv,.csv,tabular data,230,0.0002,2026-07-30T14:42:33.350854+00:00
results/Rice/Centralized/ResNet18/seed42/validation_confusion_matrix.png,results,validation_confusion_matrix.png,.png,image,93496,0.0892,2026-07-30T14:42:33.354314+00:00
results/Rice/Centralized/ResNet18/seed42/validation_evaluation.json,results,validation_evaluation.json,.json,structured data,1822,0.0017,2026-07-30T14:42:33.361256+00:00
results/Rice/Centralized/ResNet18/seed42/validation_per_class_metrics.csv,results,validation_per_class_metrics.csv,.csv,tabular data,560,0.0005,2026-07-30T14:42:33.365750+00:00
results/Rice/DataValidation/DuplicateAudit/cross_split_exact_duplicates.json,results,cross_split_exact_duplicates.json,.json,structured data,2,0.0,2026-07-30T14:42:33.573852+00:00
results/Rice/DataValidation/DuplicateAudit/exact_duplicate_summary.json,results,exact_duplicate_summary.json,.json,structured data,193,0.0002,2026-07-30T14:42:33.576685+00:00
results/Rice/DataValidation/DuplicateAudit/perceptual_duplicate_candidates.json,results,perceptual_duplicate_candidates.json,.json,structured data,2,0.0,2026-07-30T14:42:33.609962+00:00
results/Rice/DataValidation/DuplicateAudit/perceptual_duplicate_summary.json,results,perceptual_duplicate_summary.json,.json,structured data,153,0.0001,2026-07-30T14:42:33.620348+00:00
results/Rice/DDP/ResNet18/Final/evaluation/evaluation_metrics.json,results,evaluation_metrics.json,.json,structured data,5040,0.0048,2026-07-30T14:42:33.415426+00:00
results/Rice/DDP/ResNet18/Final/evaluation/evaluation_summary.csv,results,evaluation_summary.csv,.csv,tabular data,231,0.0002,2026-07-30T14:42:33.421274+00:00
results/Rice/DDP/ResNet18/Final/evaluation/test_confusion_matrix.csv,results,test_confusion_matrix.csv,.csv,tabular data,230,0.0002,2026-07-30T14:42:33.437893+00:00
results/Rice/DDP/ResNet18/Final/evaluation/test_confusion_matrix.png,results,test_confusion_matrix.png,.png,image,107553,0.1026,2026-07-30T14:42:33.445269+00:00
results/Rice/DDP/ResNet18/Final/evaluation/test_per_class_metrics.csv,results,test_per_class_metrics.csv,.csv,tabular data,560,0.0005,2026-07-30T14:42:33.449945+00:00
results/Rice/DDP/ResNet18/Final/evaluation/validation_confusion_matrix.csv,results,validation_confusion_matrix.csv,.csv,tabular data,230,0.0002,2026-07-30T14:42:33.493314+00:00
results/Rice/DDP/ResNet18/Final/evaluation/validation_confusion_matrix.png,results,validation_confusion_matrix.png,.png,image,108056,0.1031,2026-07-30T14:42:33.500523+00:00
results/Rice/DDP/ResNet18/Final/evaluation/validation_per_class_metrics.csv,results,validation_per_class_metrics.csv,.csv,tabular data,548,0.0005,2026-07-30T14:42:33.507205+00:00
results/Rice/DDP/ResNet18/Final/metrics.json,results,metrics.json,.json,structured data,3341,0.0032,2026-07-30T14:42:33.558904+00:00
results/Rice/DDP/ResNet18/Final/training_summary.json,results,training_summary.json,.json,structured data,259,0.0002,2026-07-30T14:42:33.561838+00:00
results/Rice/Federated/FedAvg/IID/MobileNetV2/evaluation/evaluation_metrics.json,results,evaluation_metrics.json,.json,structured data,458,0.0004,2026-07-30T14:42:33.687580+00:00
results/Rice/Federated/FedAvg/IID/MobileNetV2/evaluation/evaluation_summary.csv,results,evaluation_summary.csv,.csv,tabular data,191,0.0002,2026-07-30T14:42:33.700691+00:00
results/Rice/Federated/FedAvg/IID/MobileNetV2/evaluation/test_confusion_matrix.csv,results,test_confusion_matrix.csv,.csv,tabular data,230,0.0002,2026-07-30T14:42:33.715330+00:00
results/Rice/Federated/FedAvg/IID/MobileNetV2/evaluation/test_confusion_matrix.png,results,test_confusion_matrix.png,.png,image,92990,0.0887,2026-07-30T14:42:33.726483+00:00
results/Rice/Federated/FedAvg/IID/MobileNetV2/evaluation/test_evaluation.json,results,test_evaluation.json,.json,structured data,1790,0.0017,2026-07-30T14:42:33.732407+00:00
results/Rice/Federated/FedAvg/IID/MobileNetV2/evaluation/test_per_class_metrics.csv,results,test_per_class_metrics.csv,.csv,tabular data,516,0.0005,2026-07-30T14:42:33.742585+00:00
results/Rice/Federated/FedAvg/IID/MobileNetV2/evaluation/validation_confusion_matrix.csv,results,validation_confusion_matrix.csv,.csv,tabular data,231,0.0002,2026-07-30T14:42:33.819674+00:00
results/Rice/Federated/FedAvg/IID/MobileNetV2/evaluation/validation_confusion_matrix.png,results,validation_confusion_matrix.png,.png,image,94683,0.0903,2026-07-30T14:42:33.831362+00:00
results/Rice/Federated/FedAvg/IID/MobileNetV2/evaluation/validation_evaluation.json,results,validation_evaluation.json,.json,structured data,1798,0.0017,2026-07-30T14:42:33.836593+00:00
results/Rice/Federated/FedAvg/IID/MobileNetV2/evaluation/validation_per_class_metrics.csv,results,validation_per_class_metrics.csv,.csv,tabular data,517,0.0005,2026-07-30T14:42:33.843021+00:00
results/Rice/Federated/FedAvg/IID/MobileNetV2/metrics.json,results,metrics.json,.json,structured data,4072,0.0039,2026-07-30T14:42:33.874167+00:00
results/Rice/Federated/FedAvg/IID/ResNet18/evaluation/evaluation_metrics.json,results,evaluation_metrics.json,.json,structured data,5122,0.0049,2026-07-30T14:42:33.895322+00:00
results/Rice/Federated/FedAvg/IID/ResNet18/evaluation/evaluation_summary.csv,results,evaluation_summary.csv,.csv,tabular data,242,0.0002,2026-07-30T14:42:33.907276+00:00
results/Rice/Federated/FedAvg/IID/ResNet18/evaluation/test_confusion_matrix.csv,results,test_confusion_matrix.csv,.csv,tabular data,230,0.0002,2026-07-30T14:42:33.958708+00:00
results/Rice/Federated/FedAvg/IID/ResNet18/evaluation/test_confusion_matrix.png,results,test_confusion_matrix.png,.png,image,106917,0.102,2026-07-30T14:42:33.979231+00:00
results/Rice/Federated/FedAvg/IID/ResNet18/evaluation/test_per_class_metrics.csv,results,test_per_class_metrics.csv,.csv,tabular data,560,0.0005,2026-07-30T14:42:33.986089+00:00
results/Rice/Federated/FedAvg/IID/ResNet18/evaluation/validation_confusion_matrix.csv,results,validation_confusion_matrix.csv,.csv,tabular data,230,0.0002,2026-07-30T14:42:34.076313+00:00
results/Rice/Federated/FedAvg/IID/ResNet18/evaluation/validation_confusion_matrix.png,results,validation_confusion_matrix.png,.png,image,107804,0.1028,2026-07-30T14:42:34.084878+00:00
results/Rice/Federated/FedAvg/IID/ResNet18/evaluation/validation_per_class_metrics.csv,results,validation_per_class_metrics.csv,.csv,tabular data,545,0.0005,2026-07-30T14:42:34.095601+00:00
results/Rice/Federated/FedAvg/IID/ResNet18/metrics.json,results,metrics.json,.json,structured data,4054,0.0039,2026-07-30T14:42:34.160744+00:00
results/Rice/Federated/FedAvg/NonIID_alpha0p1/MobileNetV2/evaluation/evaluation_metrics.json,results,evaluation_metrics.json,.json,structured data,1424,0.0014,2026-07-30T16:06:01.458036+00:00
results/Rice/Federated/FedAvg/NonIID_alpha0p1/MobileNetV2/evaluation/evaluation_summary.csv,results,evaluation_summary.csv,.csv,tabular data,244,0.0002,2026-07-30T16:06:01.462869+00:00
results/Rice/Federated/FedAvg/NonIID_alpha0p1/MobileNetV2/evaluation/run_metadata.json,results,run_metadata.json,.json,structured data,134,0.0001,2026-07-30T16:06:01.471403+00:00
results/Rice/Federated/FedAvg/NonIID_alpha0p1/MobileNetV2/evaluation/test_confusion_matrix.csv,results,test_confusion_matrix.csv,.csv,tabular data,230,0.0002,2026-07-30T16:06:01.478134+00:00
results/Rice/Federated/FedAvg/NonIID_alpha0p1/MobileNetV2/evaluation/test_confusion_matrix.png,results,test_confusion_matrix.png,.png,image,96358,0.0919,2026-07-30T16:06:01.485541+00:00
results/Rice/Federated/FedAvg/NonIID_alpha0p1/MobileNetV2/evaluation/test_evaluation.json,results,test_evaluation.json,.json,structured data,1806,0.0017,2026-07-30T16:06:01.493195+00:00
results/Rice/Federated/FedAvg/NonIID_alpha0p1/MobileNetV2/evaluation/test_per_class_metrics.csv,results,test_per_class_metrics.csv,.csv,tabular data,516,0.0005,2026-07-30T16:06:01.498521+00:00
results/Rice/Federated/FedAvg/NonIID_alpha0p1/MobileNetV2/evaluation/validation_confusion_matrix.csv,results,validation_confusion_matrix.csv,.csv,tabular data,231,0.0002,2026-07-30T16:06:01.529735+00:00
results/Rice/Federated/FedAvg/NonIID_alpha0p1/MobileNetV2/evaluation/validation_confusion_matrix.png,results,validation_confusion_matrix.png,.png,image,96067,0.0916,2026-07-30T16:06:01.532381+00:00
results/Rice/Federated/FedAvg/NonIID_alpha0p1/MobileNetV2/evaluation/validation_evaluation.json,results,validation_evaluation.json,.json,structured data,1815,0.0017,2026-07-30T16:06:01.545069+00:00
results/Rice/Federated/FedAvg/NonIID_alpha0p1/MobileNetV2/evaluation/validation_per_class_metrics.csv,results,validation_per_class_metrics.csv,.csv,tabular data,518,0.0005,2026-07-30T16:06:01.550436+00:00
results/Rice/Federated/FedAvg/NonIID_alpha0p1/MobileNetV2/metrics.json,results,metrics.json,.json,structured data,4411,0.0042,2026-07-30T16:06:01.588401+00:00
results/Rice/Federated/FedAvg/NonIID_alpha0p5/MobileNetV2/evaluation/evaluation_metrics.json,results,evaluation_metrics.json,.json,structured data,464,0.0004,2026-07-30T14:42:34.201274+00:00
results/Rice/Federated/FedAvg/NonIID_alpha0p5/MobileNetV2/evaluation/evaluation_summary.csv,results,evaluation_summary.csv,.csv,tabular data,198,0.0002,2026-07-30T14:42:34.214980+00:00
results/Rice/Federated/FedAvg/NonIID_alpha0p5/MobileNetV2/evaluation/test_confusion_matrix.csv,results,test_confusion_matrix.csv,.csv,tabular data,230,0.0002,2026-07-30T14:42:34.222787+00:00
results/Rice/Federated/FedAvg/NonIID_alpha0p5/MobileNetV2/evaluation/test_confusion_matrix.png,results,test_confusion_matrix.png,.png,image,93541,0.0892,2026-07-30T14:42:34.234770+00:00
results/Rice/Federated/FedAvg/NonIID_alpha0p5/MobileNetV2/evaluation/test_evaluation.json,results,test_evaluation.json,.json,structured data,1793,0.0017,2026-07-30T14:42:34.243677+00:00
results/Rice/Federated/FedAvg/NonIID_alpha0p5/MobileNetV2/evaluation/test_per_class_metrics.csv,results,test_per_class_metrics.csv,.csv,tabular data,515,0.0005,2026-07-30T14:42:34.249104+00:00
results/Rice/Federated/FedAvg/NonIID_alpha0p5/MobileNetV2/evaluation/validation_confusion_matrix.csv,results,validation_confusion_matrix.csv,.csv,tabular data,231,0.0002,2026-07-30T14:42:34.291788+00:00
results/Rice/Federated/FedAvg/NonIID_alpha0p5/MobileNetV2/evaluation/validation_confusion_matrix.png,results,validation_confusion_matrix.png,.png,image,95328,0.0909,2026-07-30T14:42:34.305274+00:00
results/Rice/Federated/FedAvg/NonIID_alpha0p5/MobileNetV2/evaluation/validation_evaluation.json,results,validation_evaluation.json,.json,structured data,1801,0.0017,2026-07-30T14:42:34.312337+00:00
results/Rice/Federated/FedAvg/NonIID_alpha0p5/MobileNetV2/evaluation/validation_per_class_metrics.csv,results,validation_per_class_metrics.csv,.csv,tabular data,518,0.0005,2026-07-30T14:42:34.319309+00:00
results/Rice/Federated/FedAvg/NonIID_alpha0p5/MobileNetV2/metrics.json,results,metrics.json,.json,structured data,4097,0.0039,2026-07-30T14:42:34.361167+00:00
results/Rice/Federated/FedAvg/NonIID_alpha0p5/ResNet18/evaluation/evaluation_metrics.json,results,evaluation_metrics.json,.json,structured data,5152,0.0049,2026-07-30T14:42:34.379571+00:00
results/Rice/Federated/FedAvg/NonIID_alpha0p5/ResNet18/evaluation/evaluation_summary.csv,results,evaluation_summary.csv,.csv,tabular data,249,0.0002,2026-07-30T14:42:34.387434+00:00
results/Rice/Federated/FedAvg/NonIID_alpha0p5/ResNet18/evaluation/test_confusion_matrix.csv,results,test_confusion_matrix.csv,.csv,tabular data,230,0.0002,2026-07-30T14:42:34.393094+00:00
results/Rice/Federated/FedAvg/NonIID_alpha0p5/ResNet18/evaluation/test_confusion_matrix.png,results,test_confusion_matrix.png,.png,image,107166,0.1022,2026-07-30T14:42:34.401006+00:00
results/Rice/Federated/FedAvg/NonIID_alpha0p5/ResNet18/evaluation/test_per_class_metrics.csv,results,test_per_class_metrics.csv,.csv,tabular data,561,0.0005,2026-07-30T14:42:34.405963+00:00
results/Rice/Federated/FedAvg/NonIID_alpha0p5/ResNet18/evaluation/validation_confusion_matrix.csv,results,validation_confusion_matrix.csv,.csv,tabular data,230,0.0002,2026-07-30T14:42:34.476482+00:00
